,Food,Location,Week,Month,Amt_bought,Amt_Consumed,Wastage
471,Fries,Nue Vegan,1,1,7.4,1.8,5.6
472,Fries,Chipotle,3,1,1.8,1.6,0.2
473,Pork,Southside,6,2,6.6,1.9,4.7
474,Fries,Blaze pizza,12,3,7.4,3.0,4.4
475,Pizza,Halal Guys,2,1,4.8,1.3,3.5
476,Fries,Chipotle,3,1,9.2,3.5,5.7
477,Salad,Halal Guys,5,2,4.0,1.4,2.6
478,Drumsticks,Flip kitchen,8,2,3.9,0.5,3.4
479,Salad,Ike's,7,2,7.4,1.0,6.4
480,Salad,Chick-fil-a,1,1,4.0,2.6,1.4
481,Salad,Flip kitchen,9,3,6.4,0.9,5.5
482,Beans,Chipotle,1,1,4.1,3.1,1.0
483,Salad,Halal Guys,3,1,3.2,1.8,1.4
484,Pork,Nue Vegan,10,3,1.8,0.6,1.2
485,Beans,Akino sushi,5,2,4.1,0.3,3.8
486,Beans,Chick-fil-a,1,1,8.8,2.1,6.7
487,Tune,Nue Vegan,4,1,1.6,0.2,1.4
488,Fries,Blaze pizza,3,1,4.8,1.9,2.9
489,Beans,Globe,3,1,6.7,1.3,5.4
490,Drumsticks,Chipotle,6,2,3.2,1.4,1.8
491,Fries,Blaze pizza,2,1,9.6,6.6,3.0
492,Fries,Halal Guys,11,3,2.0,1.1,0.9
493,Beef,Halal Guys,3,1,1.7,0.0,1.7
494,Beef,Blaze pizza,2,1,8.6,5.5,3.1
495,Parmesan cheese,Nue Vegan,9,3,7.5,6.4,1.1
496,Burger,Globe,9,3,2.3,2.0,0.3
497,Salad,Globe,11,3,6.9,3.7,3.2
498,Chicken,Chipotle,9,3,9.9,3.9,6.0
499,Pork,Southside,10,3,9.1,5.9,3.2
500,Beans,Nue Vegan,1,1,9.7,3.7,6.0
501,Pizza,Southside,10,3,8.9,5.2,3.7
502,Beef,Halal Guys,3,1,9.2,9.1,0.1
503,Pizza,Ike's,1,1,5.3,4.3,1.0
504,Burger,Ike's,3,1,1.7,1.2,0.5
505,Pizza,Nue Vegan,4,1,8.0,1.3,6.7
506,Parmesan cheese,Globe,11,3,6.1,1.7,4.4
507,Beef,Chick-fil-a,6,2,7.8,2.4,5.4
508,Salad,Akino sushi,12,3,4.4,3.9,0.5
509,Beans,Flip kitchen,10,3,4.7,3.4,1.3
510,Chicken,Flip kitchen,4,1,3.1,1.2,1.9
511,Beef,Globe,3,1,3.6,0.7,2.9
512,Fries,Southside,11,3,2.7,1.5,1.2
513,Parmesan cheese,Globe,9,3,9.6,3.9,5.7
514,Pork,Southside,10,3,5.7,0.9,4.8
515,Parmesan cheese,Chick-fil-a,9,3,4.2,3.4,0.8
516,Pork,Ike's,6,2,7.4,1.0,6.4
517,Drumsticks,Blaze pizza,7,2,5.7,1.2,4.5
518,Tune,Blaze pizza,7,2,8.3,6.5,1.8
519,Beans,Halal Guys,2,1,3.9,0.3,3.6
520,Chicken,Globe,2,1,6.6,2.0,4.6
521,Chicken,Halal Guys,8,2,4.4,2.6,1.8
522,Burger,Flip kitchen,9,3,6.4,1.2,5.2
523,Chicken,Halal Guys,8,2,9.2,8.1,1.1
524,Pork,Chick-fil-a,7,2,5.4,0.1,5.3
525,Beef,Flip kitchen,5,2,1.7,1.2,0.5
526,Fries,Ike's,7,2,3.8,3.1,0.7
527,Drumsticks,Nue Vegan,7,2,9.8,3.2,6.6
528,Fries,Blaze pizza,6,2,5.6,4.4,1.2
529,Fries,Chick-fil-a,5,2,2.8,1.7,1.1
530,Tune,Nue Vegan,9,3,9.0,1.4,7.6
531,Pork,Ike's,1,1,1.9,1.5,0.4
532,Salad,Nue Vegan,9,3,3.8,1.9,1.9
533,Beans,Globe,9,3,8.4,2.9,5.5
534,Beef,Akino sushi,11,3,10.0,4.9,5.1
535,Drumsticks,Blaze pizza,8,2,2.2,2.1,0.1
536,Beef,Ike's,2,1,6.1,5.7,0.4
537,Chicken,Akino sushi,7,2,2.6,1.9,0.7
538,Parmesan cheese,Chick-fil-a,5,2,3.0,2.6,0.4
539,Burger,Nue Vegan,4,1,6.9,0.3,6.6
540,Beef,Akino sushi,12,3,4.9,1.1,3.8
541,Burger,Blaze pizza,9,3,6.4,4.9,1.5
542,Drumsticks,Flip kitchen,10,3,9.9,8.3,1.6
543,Beans,Nue Vegan,3,1,9.3,8.3,1.0
544,Chicken,Chick-fil-a,9,3,2.3,1.3,1.0
545,Tune,Flip kitchen,1,1,6.5,1.9,4.6
546,Parmesan cheese,Southside,10,3,8.1,0.7,7.4
547,Pork,Akino sushi,7,2,5.6,1.1,4.5
548,Beans,Akino sushi,7,2,8.4,4.9,3.5
549,Parmesan cheese,Nue Vegan,8,2,1.5,0.1,1.4
550,Tune,Globe,11,3,9.8,1.8,8.0
551,Beef,Flip kitchen,3,1,9.7,2.9,6.8
552,Beans,Ike's,1,1,4.3,0.7,3.6
553,Burger,Southside,9,3,4.3,1.6,2.7
554,Burger,Globe,9,3,8.3,3.1,5.2
555,Burger,Flip kitchen,1,1,6.6,6.4,0.2
556,Burger,Halal Guys,4,1,7.2,0.4,6.8
557,Burger,Chick-fil-a,3,1,7.8,1.4,6.4
558,Parmesan cheese,Globe,12,3,6.3,6.3,0.0
559,Beef,Ike's,7,2,7.5,1.7,5.8
560,Pork,Southside,5,2,7.7,5.8,1.9
561,Burger,Ike's,3,1,3.9,3.4,0.5
562,Burger,Ike's,3,1,9.0,4.1,4.9
563,Parmesan cheese,Halal Guys,5,2,8.4,6.2,2.2
564,Fries,Flip kitchen,4,1,3.8,2.9,0.9
565,Drumsticks,Nue Vegan,9,3,4.0,1.0,3.0
566,Beef,Chick-fil-a,9,3,2.9,1.2,1.7
567,Pork,Globe,6,2,5.9,5.7,0.2
568,Pizza,Akino sushi,8,2,4.5,0.9,3.6
569,Pork,Akino sushi,10,3,1.7,0.0,1.7
570,Parmesan cheese,Chipotle,6,2,2.8,2.8,0.0
571,Parmesan cheese,Flip kitchen,9,3,3.3,0.9,2.4
572,Beef,Southside,9,3,6.8,2.4,4.4
573,Pork,Nue Vegan,1,1,4.0,0.7,3.3
574,Chicken,Flip kitchen,9,3,3.2,1.0,2.2
575,Tune,Chipotle,2,1,2.2,0.5,1.7
576,Parmesan cheese,Akino sushi,5,2,8.0,4.2,3.8
577,Drumsticks,Globe,12,3,2.2,1.5,0.7
578,Pork,Chipotle,2,1,5.0,3.6,1.4
579,Pizza,Halal Guys,5,2,9.2,3.6,5.6
580,Fries,Chick-fil-a,10,3,1.2,0.7,0.5
581,Tune,Flip kitchen,6,2,2.8,0.4,2.4
582,Fries,Flip kitchen,3,1,8.3,1.3,7.0
583,Pizza,Nue Vegan,3,1,6.1,5.3,0.8
584,Salad,Globe,4,1,7.0,6.4,0.6
585,Tune,Southside,3,1,1.4,1.2,0.2
586,Burger,Nue Vegan,12,3,5.6,1.4,4.2
587,Beans,Halal Guys,11,3,4.2,3.2,1.0
588,Drumsticks,Halal Guys,6,2,9.6,2.7,6.9
589,Chicken,Flip kitchen,9,3,7.3,3.4,3.9
590,Tune,Chick-fil-a,10,3,2.4,1.4,1.0
591,Fries,Flip kitchen,5,2,8.8,4.9,3.9
592,Parmesan cheese,Chipotle,4,1,7.0,3.2,3.8
593,Parmesan cheese,Ike's,1,1,6.9,5.4,1.5
594,Parmesan cheese,Southside,11,3,3.7,3.7,0.0
595,Pork,Halal Guys,6,2,7.4,3.9,3.5
596,Salad,Globe,1,1,2.6,1.2,1.4
597,Pork,Ike's,8,2,1.5,1.4,0.1
598,Fries,Globe,5,2,8.9,3.2,5.7
599,Fries,Chipotle,1,1,8.7,3.2,5.5
600,Beans,Chipotle,9,3,6.6,2.3,4.3
601,Tune,Halal Guys,10,3,4.9,3.3,1.6
602,Parmesan cheese,Southside,7,2,3.4,3.2,0.2
603,Tune,Chick-fil-a,10,3,8.9,0.4,8.5
604,Salad,Flip kitchen,1,1,1.6,0.0,1.6
605,Salad,Nue Vegan,12,3,4.5,1.1,3.4
606,Tune,Akino sushi,8,2,6.7,0.4,6.3
607,Parmesan cheese,Nue Vegan,2,1,2.0,0.5,1.5
608,Fries,Chick-fil-a,5,2,3.0,1.6,1.4
609,Salad,Akino sushi,9,3,2.2,1.4,0.8
610,Pizza,Ike's,9,3,2.8,0.1,2.7
611,Chicken,Nue Vegan,1,1,3.4,1.4,2.0
612,Pork,Nue Vegan,2,1,9.1,6.5,2.6
613,Beans,Halal Guys,6,2,9.3,0.3,9.0
614,Drumsticks,Akino sushi,10,3,6.3,2.6,3.7
615,Beef,Ike's,6,2,3.5,0.7,2.8
616,Beans,Ike's,1,1,6.9,5.8,1.1
617,Salad,Akino sushi,6,2,5.3,1.0,4.3
618,Fries,Globe,10,3,6.5,2.2,4.3
619,Pork,Halal Guys,5,2,9.7,1.1,8.6
620,Salad,Blaze pizza,2,1,6.9,1.5,5.4
621,Parmesan cheese,Blaze pizza,2,1,5.3,3.0,2.3
622,Pork,Ike's,2,1,9.4,2.8,6.6
623,Beef,Akino sushi,6,2,2.5,1.1,1.4
624,Beef,Globe,11,3,9.3,4.4,4.9
625,Pork,Blaze pizza,10,3,6.2,3.5,2.7
626,Chicken,Nue Vegan,12,3,6.9,0.9,6.0
627,Parmesan cheese,Nue Vegan,1,1,3.2,0.6,2.6
628,Salad,Globe,8,2,8.9,6.3,2.6
629,Burger,Ike's,3,1,9.2,8.3,0.9
630,Burger,Globe,6,2,2.8,1.7,1.1
631,Parmesan cheese,Nue Vegan,10,3,4.3,1.5,2.8
632,Drumsticks,Blaze pizza,7,2,8.3,4.6,3.7
633,Beans,Ike's,6,2,9.0,7.7,1.3
634,Pork,Flip kitchen,9,3,2.5,1.1,1.4
635,Tune,Nue Vegan,5,2,6.0,2.3,3.7
636,Pizza,Halal Guys,12,3,3.2,0.9,2.3
637,Chicken,Blaze pizza,12,3,9.8,8.7,1.1
638,Salad,Southside,4,1,4.0,1.3,2.7
639,Drumsticks,Chick-fil-a,9,3,6.0,2.2,3.8
640,Pizza,Akino sushi,12,3,2.8,2.1,0.7
641,Pork,Nue Vegan,10,3,3.7,0.8,2.9
642,Pork,Chipotle,6,2,3.3,0.2,3.1
643,Chicken,Akino sushi,2,1,2.5,0.5,2.0
644,Fries,Globe,9,3,8.4,6.0,2.4
645,Chicken,Halal Guys,11,3,4.0,0.2,3.8
646,Pork,Blaze pizza,1,1,6.7,5.7,1.0
647,Parmesan cheese,Chick-fil-a,7,2,9.5,2.6,6.9
648,Burger,Nue Vegan,10,3,1.7,0.7,1.0
649,Burger,Globe,7,2,9.4,4.3,5.1
650,Burger,Flip kitchen,5,2,8.4,0.9,7.5
651,Drumsticks,Globe,11,3,8.5,2.9,5.6
652,Fries,Globe,10,3,3.8,2.7,1.1
653,Pork,Southside,6,2,7.0,5.7,1.3
654,Beef,Akino sushi,12,3,1.4,1.3,0.1
655,Fries,Flip kitchen,5,2,9.1,6.1,3.0
656,Beans,Akino sushi,11,3,9.4,3.8,5.6
657,Salad,Ike's,7,2,2.9,0.6,2.3
658,Beans,Chick-fil-a,1,1,1.2,1.0,0.2
659,Chicken,Halal Guys,12,3,5.2,4.1,1.1
660,Salad,Flip kitchen,5,2,3.3,2.0,1.3
661,Salad,Flip kitchen,1,1,2.2,1.5,0.7
662,Parmesan cheese,Chick-fil-a,3,1,3.3,1.1,2.2
663,Pizza,Halal Guys,6,2,9.0,0.9,8.1
664,Salad,Ike's,6,2,1.3,1.1,0.2
665,Beans,Blaze pizza,9,3,5.4,3.1,2.3
666,Fries,Halal Guys,1,1,6.1,1.7,4.4
667,Tune,Chick-fil-a,7,2,4.9,2.9,2.0
668,Fries,Southside,3,1,3.4,1.4,2.0
669,Beef,Ike's,10,3,1.8,0.6,1.2
670,Fries,Globe,11,3,9.4,2.4,7.0
671,Tune,Chick-fil-a,2,1,2.0,1.2,0.8
672,Beef,Chipotle,8,2,5.3,0.7,4.6
673,Chicken,Chick-fil-a,6,2,3.2,1.0,2.2
674,Burger,Globe,9,3,7.3,4.6,2.7
675,Beef,Flip kitchen,2,1,3.9,1.1,2.8
676,Chicken,Globe,10,3,3.9,2.5,1.4
677,Beans,Blaze pizza,1,1,8.7,3.3,5.4
678,Beans,Flip kitchen,3,1,5.4,0.0,5.4
679,Chicken,Blaze pizza,9,3,4.0,2.3,1.7
680,Burger,Globe,1,1,2.3,0.8,1.5
681,Beef,Halal Guys,2,1,8.9,5.9,3.0
682,Beans,Southside,3,1,7.7,5.5,2.2
683,Chicken,Halal Guys,8,2,1.8,0.2,1.6
684,Pork,Ike's,4,1,6.0,5.3,0.7
685,Salad,Blaze pizza,7,2,10.0,3.8,6.2
686,Burger,Chick-fil-a,1,1,1.8,1.7,0.1
687,Beans,Chipotle,3,1,3.8,2.5,1.3
688,Tune,Flip kitchen,4,1,4.7,0.6,4.1
689,Fries,Blaze pizza,1,1,2.4,2.2,0.2
690,Beans,Ike's,5,2,3.6,1.4,2.2
691,Chicken,Flip kitchen,5,2,8.5,3.7,4.8
692,Parmesan cheese,Halal Guys,2,1,8.3,4.8,3.5
693,Pork,Chipotle,10,3,1.5,0.4,1.1
694,Pork,Blaze pizza,11,3,1.2,0.7,0.5
695,Pork,Globe,10,3,2.1,2.1,0.0
696,Parmesan cheese,Halal Guys,4,1,5.5,1.4,4.1
697,Fries,Nue Vegan,6,2,8.4,0.9,7.5
698,Parmesan cheese,Chipotle,8,2,8.1,7.9,0.2
699,Beans,Globe,11,3,1.8,1.6,0.2
700,Burger,Halal Guys,2,1,4.1,2.5,1.6
701,Burger,Chipotle,9,3,5.8,2.1,3.7
702,Beans,Akino sushi,4,1,5.4,3.8,1.6
703,Beef,Ike's,5,2,6.6,2.9,3.7
704,Parmesan cheese,Globe,7,2,4.5,2.8,1.7
705,Burger,Chick-fil-a,11,3,8.2,5.7,2.5
706,Tune,Blaze pizza,2,1,7.3,4.6,2.7
707,Fries,Globe,3,1,8.4,1.5,6.9
708,Chicken,Nue Vegan,9,3,1.2,0.6,0.6
709,Pizza,Globe,12,3,4.6,4.0,0.6
710,Parmesan cheese,Blaze pizza,9,3,8.0,0.3,7.7
711,Parmesan cheese,Chipotle,6,2,9.0,7.9,1.1
712,Tune,Globe,3,1,9.2,8.9,0.3
713,Fries,Chipotle,1,1,7.7,3.8,3.9
714,Beef,Blaze pizza,11,3,8.7,6.1,2.6
715,Chicken,Akino sushi,5,2,5.6,5.6,0.0
716,Beans,Ike's,11,3,2.4,0.2,2.2
717,Drumsticks,Blaze pizza,10,3,4.4,0.7,3.7
718,Chicken,Chick-fil-a,4,1,1.4,1.3,0.1
719,Drumsticks,Chick-fil-a,9,3,8.2,5.3,2.9
720,Parmesan cheese,Nue Vegan,3,1,3.4,3.1,0.3
721,Tune,Flip kitchen,1,1,4.2,4.0,0.2
722,Burger,Flip kitchen,3,1,2.2,0.5,1.7
723,Drumsticks,Nue Vegan,5,2,9.9,8.8,1.1
724,Pizza,Blaze pizza,3,1,4.1,0.7,3.4
725,Fries,Flip kitchen,12,3,5.9,4.5,1.4
726,Tune,Globe,2,1,4.6,4.4,0.2
727,Beef,Southside,8,2,9.4,0.8,8.6
728,Beans,Ike's,6,2,3.6,2.6,1.0
729,Salad,Chipotle,4,1,2.7,0.3,2.4
730,Parmesan cheese,Chick-fil-a,11,3,1.4,1.2,0.2
731,Fries,Halal Guys,4,1,3.2,0.3,2.9
732,Salad,Halal Guys,7,2,7.6,0.5,7.1
733,Drumsticks,Ike's,5,2,2.4,2.2,0.2
734,Pizza,Flip kitchen,5,2,6.9,3.3,3.6
735,Burger,Flip kitchen,11,3,6.5,2.2,4.3
736,Tune,Flip kitchen,11,3,9.3,4.1,5.2
737,Beef,Chick-fil-a,2,1,4.4,4.2,0.2
738,Salad,Flip kitchen,3,1,8.7,2.5,6.2
739,Pizza,Halal Guys,6,2,7.8,2.6,5.2
740,Burger,Chipotle,10,3,1.4,0.5,0.9
741,Pizza,Flip kitchen,5,2,6.5,1.4,5.1
742,Drumsticks,Halal Guys,10,3,8.9,0.7,8.2
743,Fries,Blaze pizza,8,2,1.3,0.1,1.2
744,Fries,Globe,1,1,9.1,4.3,4.8
745,Drumsticks,Flip kitchen,10,3,6.6,3.2,3.4
746,Burger,Flip kitchen,9,3,2.0,1.0,1.0
747,Beef,Ike's,7,2,7.3,4.7,2.6
748,Parmesan cheese,Southside,10,3,1.7,1.4,0.3
749,Chicken,Chick-fil-a,6,2,1.3,1.0,0.3
750,Beef,Nue Vegan,10,3,8.7,6.4,2.3
751,Tune,Halal Guys,6,2,6.3,2.5,3.8
752,Burger,Nue Vegan,9,3,9.3,3.7,5.6
753,Chicken,Nue Vegan,6,2,3.4,2.1,1.3
754,Burger,Chick-fil-a,8,2,2.0,1.9,0.1
755,Beans,Blaze pizza,3,1,1.6,0.2,1.4
756,Fries,Blaze pizza,10,3,6.9,0.9,6.0
757,Chicken,Globe,1,1,8.5,2.7,5.8
758,Beans,Southside,9,3,3.4,1.8,1.6
759,Tune,Flip kitchen,3,1,5.1,3.4,1.7
760,Fries,Chick-fil-a,2,1,1.6,1.2,0.4
761,Parmesan cheese,Blaze pizza,12,3,4.3,2.8,1.5
762,Beans,Chick-fil-a,2,1,5.9,3.3,2.6
763,Parmesan cheese,Akino sushi,7,2,4.5,2.1,2.4
764,Chicken,Ike's,6,2,6.9,1.1,5.8
765,Drumsticks,Flip kitchen,5,2,8.3,1.8,6.5
766,Burger,Chipotle,8,2,9.8,4.3,5.5
767,Burger,Nue Vegan,9,3,6.1,5.5,0.6
768,Fries,Halal Guys,1,1,1.5,0.4,1.1
769,Salad,Nue Vegan,2,1,6.4,2.3,4.1
770,Burger,Blaze pizza,12,3,7.7,4.8,2.9
771,Salad,Chick-fil-a,10,3,8.9,4.4,4.5
772,Beef,Nue Vegan,12,3,2.5,0.7,1.8
773,Pizza,Globe,3,1,8.6,2.0,6.6
774,Beef,Blaze pizza,9,3,2.1,1.8,0.3
775,Beef,Chick-fil-a,6,2,6.8,5.9,0.9
776,Parmesan cheese,Chipotle,6,2,4.5,0.7,3.8
777,Beef,Globe,3,1,6.4,0.9,5.5
778,Beef,Halal Guys,5,2,7.5,0.1,7.4
779,Tune,Nue Vegan,12,3,6.9,6.5,0.4
780,Beef,Chipotle,11,3,3.7,1.5,2.2
781,Pork,Blaze pizza,6,2,8.4,6.8,1.6
782,Beans,Akino sushi,8,2,10.0,9.4,0.6
783,Fries,Akino sushi,9,3,7.7,3.7,4.0
784,Fries,Nue Vegan,7,2,7.9,1.6,6.3
785,Parmesan cheese,Halal Guys,9,3,1.6,1.2,0.4
786,Beans,Ike's,6,2,5.7,2.0,3.7
787,Tune,Globe,3,1,2.0,1.2,0.8
788,Pork,Southside,6,2,9.9,1.6,8.3
789,Drumsticks,Nue Vegan,11,3,7.1,0.4,6.7
790,Pizza,Ike's,2,1,1.7,0.2,1.5
791,Beans,Flip kitchen,4,1,5.7,3.7,2.0
792,Pizza,Southside,5,2,5.0,0.7,4.3
793,Beef,Blaze pizza,3,1,5.6,3.9,1.7
794,Salad,Ike's,2,1,6.5,6.0,0.5
795,Tune,Globe,12,3,5.8,1.9,3.9
796,Fries,Halal Guys,2,1,5.6,2.5,3.1
797,Drumsticks,Blaze pizza,1,1,5.5,0.5,5.0
798,Burger,Chick-fil-a,12,3,5.2,5.0,0.2
799,Salad,Blaze pizza,11,3,4.7,1.9,2.8
800,Burger,Globe,3,1,4.6,4.2,0.4
801,Beans,Nue Vegan,10,3,6.3,2.2,4.1
802,Chicken,Chipotle,2,1,9.0,4.3,4.7
803,Tune,Flip kitchen,10,3,5.1,1.1,4.0
804,Beans,Globe,2,1,1.5,1.1,0.4
805,Parmesan cheese,Blaze pizza,12,3,5.1,2.5,2.6
806,Salad,Ike's,4,1,8.5,7.7,0.8
807,Tune,Chick-fil-a,3,1,9.2,7.3,1.9
808,Beans,Nue Vegan,1,1,9.4,8.2,1.2
809,Pork,Blaze pizza,9,3,3.5,0.8,2.7
810,Beans,Chipotle,6,2,3.0,0.9,2.1
811,Beans,Halal Guys,2,1,7.7,0.7,7.0
812,Pizza,Chipotle,4,1,1.7,1.1,0.6
813,Burger,Akino sushi,4,1,8.3,6.1,2.2
814,Beef,Globe,8,2,4.7,1.2,3.5
815,Tune,Southside,3,1,6.6,3.9,2.7
816,Burger,Globe,1,1,8.2,2.9,5.3
817,Parmesan cheese,Halal Guys,3,1,6.2,2.0,4.2
818,Beef,Chick-fil-a,7,2,1.5,1.4,0.1
819,Drumsticks,Southside,3,1,1.4,1.0,0.4
820,Beans,Blaze pizza,8,2,3.5,2.5,1.0
821,Salad,Chick-fil-a,9,3,6.5,3.8,2.7
822,Fries,Southside,7,2,3.4,0.9,2.5
823,Drumsticks,Flip kitchen,12,3,4.3,1.8,2.5
824,Pizza,Southside,7,2,7.4,1.4,6.0
825,Burger,Flip kitchen,1,1,7.5,1.4,6.1
826,Beef,Ike's,5,2,8.7,3.5,5.2
827,Fries,Southside,12,3,2.3,1.6,0.7
828,Burger,Flip kitchen,4,1,4.3,0.8,3.5
829,Tune,Akino sushi,3,1,3.8,3.2,0.6
830,Tune,Halal Guys,2,1,9.0,1.1,7.9
831,Tune,Flip kitchen,2,1,3.8,3.2,0.6
832,Pork,Globe,1,1,6.9,4.3,2.6
833,Chicken,Globe,1,1,5.3,5.2,0.1
834,Pork,Blaze pizza,7,2,6.0,1.2,4.8
835,Fries,Halal Guys,2,1,6.1,2.6,3.5
836,Beans,Chipotle,11,3,3.8,3.2,0.6
837,Salad,Flip kitchen,1,1,5.8,1.0,4.8
838,Parmesan cheese,Akino sushi,6,2,3.1,3.1,0.0
839,Drumsticks,Flip kitchen,9,3,7.0,6.2,0.8
840,Salad,Chick-fil-a,6,2,3.6,2.4,1.2
841,Chicken,Globe,1,1,5.0,0.9,4.1
842,Beans,Halal Guys,5,2,6.8,2.4,4.4
843,Salad,Chipotle,5,2,8.6,0.7,7.9
844,Chicken,Chipotle,12,3,9.3,0.0,9.3
845,Pork,Southside,1,1,9.2,5.1,4.1
846,Chicken,Globe,4,1,1.2,0.1,1.1
847,Pizza,Halal Guys,12,3,3.1,0.3,2.8
848,Beef,Halal Guys,10,3,4.2,1.1,3.1
849,Pork,Southside,11,3,9.6,6.1,3.5
850,Chicken,Halal Guys,3,1,3.4,2.4,1.0
851,Tune,Flip kitchen,8,2,2.2,2.1,0.1
852,Beans,Globe,4,1,7.1,4.2,2.9
853,Pork,Nue Vegan,12,3,8.1,7.1,1.0
854,Tune,Flip kitchen,2,1,2.4,0.1,2.3
855,Pork,Halal Guys,5,2,8.5,0.5,8.0
856,Fries,Southside,2,1,6.4,6.3,0.1
857,Burger,Chipotle,2,1,5.9,1.1,4.8
858,Beef,Chick-fil-a,1,1,8.0,8.0,0.0
859,Chicken,Akino sushi,11,3,4.9,0.1,4.8
860,Salad,Ike's,9,3,5.5,5.2,0.3
861,Tune,Flip kitchen,3,1,3.0,2.6,0.4
862,Salad,Chipotle,2,1,1.4,1.1,0.3
863,Beef,Halal Guys,3,1,5.8,4.6,1.2
864,Drumsticks,Ike's,9,3,3.3,1.3,2.0
865,Pizza,Chipotle,8,2,4.0,3.2,0.8
866,Beef,Nue Vegan,5,2,8.1,6.7,1.4
867,Parmesan cheese,Blaze pizza,10,3,8.2,6.9,1.3
868,Chicken,Blaze pizza,11,3,1.5,0.4,1.1
869,Burger,Blaze pizza,2,1,10.0,5.2,4.8
870,Drumsticks,Blaze pizza,4,1,4.1,1.5,2.6
871,Pork,Chipotle,4,1,7.0,3.7,3.3
872,Pork,Southside,2,1,4.4,3.3,1.1
873,Pizza,Akino sushi,9,3,4.0,1.9,2.1
874,Beef,Nue Vegan,10,3,5.6,4.0,1.6
875,Tune,Nue Vegan,11,3,1.3,0.2,1.1
876,Fries,Akino sushi,5,2,8.5,8.1,0.4
877,Pork,Akino sushi,7,2,1.5,0.7,0.8
878,Fries,Blaze pizza,8,2,2.1,0.9,1.2
879,Beef,Akino sushi,6,2,6.0,0.9,5.1
880,Fries,Globe,8,2,6.0,3.6,2.4
881,Beef,Chick-fil-a,2,1,3.7,1.8,1.9
882,Pizza,Blaze pizza,5,2,3.5,1.5,2.0
883,Salad,Akino sushi,6,2,2.4,0.0,2.4
884,Salad,Globe,2,1,2.3,0.6,1.7
885,Salad,Chick-fil-a,3,1,6.6,6.4,0.2
886,Beef,Chipotle,6,2,7.0,4.0,3.0
887,Tune,Flip kitchen,2,1,8.0,6.0,2.0
888,Tune,Ike's,5,2,7.2,2.6,4.6
889,Tune,Southside,8,2,4.5,1.7,2.8
890,Drumsticks,Halal Guys,8,2,2.2,1.0,1.2
891,Drumsticks,Ike's,12,3,8.1,4.3,3.8
892,Parmesan cheese,Blaze pizza,6,2,4.4,2.5,1.9
893,Beans,Chick-fil-a,4,1,9.6,2.4,7.2
894,Beans,Akino sushi,8,2,3.3,0.4,2.9
895,Beans,Nue Vegan,11,3,6.9,1.9,5.0
896,Drumsticks,Chipotle,4,1,9.5,3.7,5.8
897,Pizza,Halal Guys,6,2,7.2,2.8,4.4
898,Chicken,Ike's,2,1,2.9,2.2,0.7
899,Tune,Globe,11,3,6.6,6.6,0.0
900,Drumsticks,Chick-fil-a,7,2,8.2,3.5,4.7
901,Drumsticks,Globe,2,1,5.5,2.4,3.1
902,Beans,Nue Vegan,3,1,8.2,1.7,6.5
903,Burger,Halal Guys,7,2,2.6,1.2,1.4
904,Beans,Chick-fil-a,9,3,8.7,4.1,4.6
905,Parmesan cheese,Ike's,11,3,4.9,1.1,3.8
906,Burger,Ike's,3,1,1.4,0.5,0.9
907,Pizza,Flip kitchen,1,1,7.0,4.5,2.5
908,Tune,Nue Vegan,9,3,3.0,2.7,0.3
909,Pizza,Nue Vegan,6,2,1.4,1.2,0.2
910,Chicken,Blaze pizza,1,1,2.8,1.9,0.9
911,Beef,Flip kitchen,12,3,3.4,2.4,1.0
912,Beef,Blaze pizza,12,3,3.4,0.2,3.2
913,Fries,Halal Guys,9,3,9.4,3.2,6.2
914,Beef,Halal Guys,4,1,6.5,3.1,3.4
915,Beef,Southside,4,1,1.6,0.9,0.7
916,Burger,Globe,6,2,2.1,1.6,0.5
917,Beef,Halal Guys,10,3,2.2,2.2,0.0
918,Fries,Flip kitchen,8,2,3.6,3.5,0.1
919,Beans,Nue Vegan,10,3,5.9,0.1,5.8
920,Pizza,Flip kitchen,12,3,1.4,0.8,0.6
921,Fries,Southside,11,3,5.7,2.5,3.2
922,Beans,Halal Guys,12,3,3.0,0.5,2.5
923,Chicken,Nue Vegan,12,3,3.5,1.6,1.9
924,Parmesan cheese,Chick-fil-a,12,3,4.7,0.9,3.8
925,Tune,Southside,2,1,6.1,2.0,4.1
926,Pork,Chick-fil-a,7,2,3.5,2.6,0.9
927,Parmesan cheese,Halal Guys,7,2,9.3,0.3,9.0
928,Salad,Flip kitchen,5,2,1.9,1.6,0.3
929,Salad,Southside,8,2,1.7,0.8,0.9
930,Fries,Akino sushi,5,2,6.2,2.4,3.8
931,Burger,Blaze pizza,10,3,9.2,8.3,0.9
932,Tune,Nue Vegan,11,3,1.2,0.8,0.4
933,Beef,Nue Vegan,5,2,2.2,0.8,1.4
934,Parmesan cheese,Globe,6,2,2.9,2.7,0.2
935,Drumsticks,Flip kitchen,2,1,7.0,1.6,5.4
936,Parmesan cheese,Flip kitchen,9,3,7.5,4.9,2.6
937,Beans,Nue Vegan,7,2,8.2,0.3,7.9
938,Drumsticks,Flip kitchen,1,1,5.1,4.4,0.7
939,Salad,Nue Vegan,11,3,5.4,3.7,1.7
940,Chicken,Akino sushi,12,3,3.9,2.3,1.6
941,Fries,Globe,1,1,4.7,2.0,2.7
942,Burger,Halal Guys,8,2,7.0,4.6,2.4
